"","0000012406","0000012411","0000012429","0000012430","0000012501","0000012502","0000012507","0000021202","0000021207","0000023201","0000025112","0000025209","0000034602","0000034603","0000045601","0000045603","0000051701","0000064601","0000064603","0000090702","0000090703","0000090704","0000090706","0000091302","0000091502","0000091702","0000091703","0000091704","0000091717","0000091719","0000094606","0000095601","0000098501","0000098503","0000098507","0000098508","0000098513","0000098514","0000098515","0000098518","0000098519","00000g5605","aa02121030","aa02121038","aa02121104","aa11121084","ab00190001","ab00690002","ab02121102","ab02121112","ab02121114","ab02530703","ab02910701","ab03125001","ab03125002","ab03125003","ab03125004","ab03125005","ab03125006","ab05112120","ab05191001","ab05191002","ab05191003","ab05191004","ab05191010","ab07153001","ab07153002","ab07153003","ab07153004","ab07153005","ab07153006","ab07153007","ab07153008","ab07153009","ab07153048","ab07153049","ab07153051","ab07153052","ab07153053","ab07153054","ab07153055","ab07153056","ab07153057","ab07153096","ab07153097","ab07153098","ab07153099","ab07153101","ab07153103","ab07153104","ab07153106","ab07153149","ab07153152","ab07153154","ab07153201","ab07153251","ab07153252","ab07153253","ab07153255","ab07153258","ab07153259","ab07153263","ab07153265","ab07153268","ab07153270","ab07153272","ab07153275","ab07153299","ab07193001","ab07193002","ab07193003","ab07193010","ab07193013","ab07253151","ab07253153","ab07253256","ab07253258","ab07253260","ab07253261","ab07253264","ab07294010","ab07351001","ab07453002","ab07453003","ab07453004","ab07453005","ab07453006","ab07453007","ab07453008","ab07453009","ab07453010","ab07453011","ab07453012","ab07453013","ab07453014","ab07453015","ab07453016","ab07453017","ab07453018","ab07453098","ab07453099","ab07553101","ab07553102","ab11121081","ab11324150","gx01110102","gx01110103","gx01110105","gx01110106","gx01120303","gx01120403","gx01120410","gx01120419","gx01120420","gx01120421","gx01120422","gx01120423","gx01120424","gx01120425","gx01120426","gx01120429","gx01120430","gx01120431","gx01120432","gx01120701","gx01130301","gx01130302","gx01130401","gx01210502","gx01210701","gx01220202","gx01220204","gx01220205","gx01240504","gx01240507","gx01240508","gx01240509","gx01250104","gx01250106","gx01250107","gx01250203","gx01250207","gx01250209","gx01250302","gx01250501","gx01250504","gx01310604","gx01320601","gx01340601","gx01410602","gx01440601","gx01450501","gx01450602","gx01610602","gx01640601","gx01640603","gx01910302","gx01910303","gx01910304","gx01910701","gx01910704","gx01910707","gx01910711","gx01910714","gx01960701","gx01960702","gx01960703","gx01980409","gx01980410","gx02110101","gx02110104","gx02120101","gx02120305","gx02120402","gx02120412","gx02130402","gx02210503","gx02210504","gx02210505","gx02210507","gx02210508","gx02220201","gx02240503","gx02250103","gx02250105","gx02250108","gx02250202","gx02250210","gx02250301","gx02250505","gx02430602","gx02450604","gx02450605","gx02450608","gx02620602","gx02760102","gx02900101","gx02900104","gx02910715","gx02960717","gx02960725","gx02980407","gx02980412","gx02980414","gx02980415","gx09250402","ty00000001","ty00000002","ty00000003","ty00000004","ty00000005","ty00000006","ty00000008","ty00000009","ty00000010","ty00000011"
"53090507",NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,NA,91,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,89,70,NA,NA,NA,NA,NA,83,71,71,88,73,91,NA,NA,81,82,86,83,45,67,84,82,82,74,67,79,67,NA,NA,83,76,87,70,93,92,77,NA,NA,NA,NA,77,82,61,72,NA,83,80,NA,70,70,NA,70,NA,NA,NA,NA,NA,90,NA,NA,NA,60,70,52,60,76,84,87,NA,90,NA,94,NA,69,77,90,70,90,70,90,80,90,90,90,86,80,90,84,80,71,79,90,NA,NA,80,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,90,NA
"53090508",NA,NA,NA,90,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,NA,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,90,NA,NA,NA,NA,NA,83,83,80,88,85,87,NA,82,79,76,83,NA,72,75,53,73,71,33,45,62,69,NA,NA,71,65,71,48,72,82,83,NA,NA,NA,NA,57,63,61,60,NA,68,86,NA,80,60,NA,66,NA,NA,NA,NA,NA,87,NA,NA,NA,60,13,51,60,66,81,84,NA,73,NA,77,NA,34,66,70,70,80,60,80,80,70,80,80,65,74,70,70,80,70,85,70,NA,NA,80,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,89,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,80,NA
"53090509",NA,NA,NA,NA,NA,60,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,NA,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,90,NA,NA,NA,NA,NA,81,44,60,70,75,71,NA,79,83,82,79,NA,69,65,60,44,60,44,52,47,61,NA,NA,60,73,75,49,60,69,72,NA,NA,NA,NA,81,42,62,61,NA,64,71,NA,70,70,NA,60,NA,NA,NA,NA,NA,41,NA,80,NA,60,3,9,43,60,75,49,60,62,NA,NA,NA,60,64,90,90,90,80,90,70,80,80,70,90,66,60,69,90,63,60,80,NA,NA,80,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53090511",NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,NA,91,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,90,NA,NA,NA,NA,NA,82,53,67,85,78,74,NA,66,69,68,73,NA,4,32,42,66,60,23,31,60,53,NA,NA,49,70,73,60,72,73,72,NA,NA,NA,NA,57,71,60,63,NA,70,74,NA,80,70,NA,79,70,NA,NA,NA,NA,49,NA,70,NA,60,31,38,36,60,74,72,NA,76,NA,NA,NA,44,66,70,60,70,60,60,60,70,60,70,63,69,60,70,90,56,86,70,NA,NA,80,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53090512",NA,NA,NA,70,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,NA,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,90,NA,NA,NA,NA,NA,82,71,80,85,82,90,NA,78,83,74,80,NA,64,61,78,65,72,60,50,68,44,NA,NA,76,84,65,68,63,67,79,NA,NA,NA,NA,87,85,78,75,NA,82,81,NA,70,70,NA,48,70,NA,NA,NA,NA,46,NA,70,NA,61,65,48,68,89,62,72,NA,72,NA,81,NA,78,81,60,60,70,60,60,70,70,80,70,80,68,60,69,80,63,60,80,NA,NA,80,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53090513",NA,NA,NA,NA,90,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,93,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,80,NA,NA,NA,NA,NA,82,63,65,81,76,84,NA,72,75,76,73,NA,30,23,67,79,61,36,43,0,61,NA,NA,60,54,63,72,53,80,67,NA,NA,NA,NA,67,60,60,53,NA,69,72,NA,70,70,NA,49,60,NA,NA,NA,NA,37,NA,70,NA,45,12,6,28,65,76,73,NA,66,86,NA,NA,39,66,60,80,80,60,70,70,70,60,70,73,74,70,71,70,61,83,60,NA,NA,80,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,80,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,80,NA,NA,NA,NA
"53090514",NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,NA,92,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,90,NA,NA,NA,NA,NA,85,81,80,86,81,90,NA,76,81,84,84,NA,66,70,73,80,78,76,78,80,83,NA,NA,72,79,69,61,82,87,81,NA,NA,NA,NA,85,76,77,67,NA,79,85,NA,70,70,NA,87,NA,NA,NA,NA,NA,60,NA,60,NA,62,66,60,63,66,77,75,NA,73,90,NA,NA,78,69,70,80,80,90,80,90,90,80,90,83,79,90,86,90,82,85,60,NA,NA,80,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,80,NA
"53090515",NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,NA,92,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,90,NA,NA,NA,NA,NA,83,76,80,81,75,89,NA,NA,85,85,91,94,72,71,95,85,91,85,74,88,89,NA,NA,97,96,91,82,87,96,96,NA,NA,NA,NA,88,95,85,78,NA,95,88,NA,80,90,NA,60,NA,NA,NA,NA,NA,88,NA,90,NA,89,76,67,72,98,90,93,NA,94,85,NA,NA,92,83,90,90,80,90,90,90,90,90,90,86,83,90,85,90,76,95,90,NA,NA,80,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,70,NA
"53090516",NA,NA,NA,NA,NA,NA,NA,NA,80,80,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,84,NA,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,90,NA,NA,NA,NA,NA,80,73,74,85,82,90,NA,86,87,86,92,NA,74,64,88,84,91,63,76,84,80,NA,NA,91,94,74,79,84,87,86,NA,NA,NA,NA,89,81,69,78,NA,84,85,NA,80,80,NA,77,70,NA,NA,NA,NA,88,NA,NA,NA,64,61,63,60,83,81,89,NA,92,NA,NA,NA,85,85,70,90,80,90,80,80,80,90,90,83,76,90,87,80,83,95,80,NA,NA,90,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,70,NA
"53090517",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,82,NA,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,80,NA,NA,NA,NA,NA,94,80,78,88,83,87,NA,70,71,74,75,NA,75,67,69,61,68,65,60,60,70,NA,NA,66,77,79,72,69,71,83,NA,NA,NA,NA,92,83,60,71,NA,72,77,NA,80,60,NA,64,60,NA,NA,NA,NA,30,NA,70,NA,78,73,60,78,67,60,80,NA,75,NA,81,NA,83,88,60,80,80,80,60,80,70,80,70,73,76,60,74,90,72,86,70,NA,NA,80,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,90,NA,NA,NA,NA
"53090518",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,NA,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,80,NA,NA,NA,NA,NA,90,80,67,88,84,93,NA,76,76,63,73,NA,76,69,74,78,75,46,61,53,36,NA,NA,80,66,78,64,61,70,75,NA,NA,NA,NA,85,65,72,71,NA,74,76,NA,80,60,NA,61,NA,70,NA,NA,NA,60,NA,NA,NA,75,60,60,86,60,68,70,80,65,NA,88,NA,68,72,60,80,70,70,70,60,70,70,70,65,73,60,76,70,68,70,70,NA,NA,80,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,34,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,80
"53090519",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,NA,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,92,70,NA,NA,NA,NA,NA,93,88,73,87,86,93,NA,NA,89,90,91,98,90,74,66,81,95,91,84,90,90,NA,NA,90,95,92,92,96,92,92,NA,NA,NA,NA,90,91,85,90,NA,97,93,NA,90,90,NA,NA,NA,NA,NA,NA,NA,91,NA,90,NA,60,80,85,78,76,91,76,NA,90,NA,78,90,72,95,90,90,90,90,90,90,90,90,90,93,93,80,95,90,95,87,90,NA,NA,90,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,60,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA
"53090520",NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,NA,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,80,NA,NA,NA,NA,NA,79,72,80,84,81,84,NA,80,86,77,81,NA,43,64,65,82,73,65,69,91,90,NA,NA,63,90,90,90,90,87,92,NA,NA,NA,NA,80,84,81,90,NA,97,92,NA,80,70,NA,90,NA,90,NA,NA,NA,87,NA,NA,NA,60,60,61,72,69,60,83,NA,81,NA,NA,NA,69,71,80,90,80,80,80,90,90,90,90,90,78,80,95,90,93,89,90,NA,NA,80,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,70,NA,NA,NA,NA
"53090521",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,NA,89,NA,NA,NA,NA,NA,70,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,90,NA,NA,NA,NA,NA,66,60,60,72,75,69,NA,68,73,71,74,NA,34,47,51,64,62,12,31,49,73,NA,NA,60,69,77,68,66,81,74,NA,NA,NA,NA,65,81,60,41,NA,74,78,NA,80,60,NA,47,NA,NA,NA,NA,NA,34,NA,60,NA,45,63,43,14,20,77,80,80,82,73,NA,NA,40,65,80,90,80,60,70,70,90,60,70,93,65,60,62,80,65,82,70,NA,NA,80,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53090522",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,93,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,90,NA,NA,NA,NA,NA,85,80,72,82,81,84,NA,NA,89,86,84,80,47,66,78,80,71,65,66,67,50,NA,NA,78,74,76,68,82,87,63,NA,NA,NA,NA,90,82,65,69,NA,77,79,NA,90,70,NA,72,70,NA,NA,NA,NA,48,NA,70,NA,73,60,61,82,74,65,73,NA,73,NA,NA,NA,74,66,70,70,70,60,70,60,70,60,70,73,68,70,72,80,68,60,70,NA,NA,80,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53090523",NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,82,NA,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,60,NA,NA,NA,NA,NA,78,77,63,73,80,74,NA,73,85,82,74,NA,76,66,40,74,73,42,45,66,46,NA,NA,60,77,82,72,64,79,74,NA,NA,NA,NA,86,78,26,61,NA,60,82,NA,70,60,NA,44,70,NA,NA,NA,NA,68,NA,70,NA,60,60,23,67,44,73,82,NA,84,70,NA,NA,85,79,70,70,80,70,70,60,70,60,70,61,70,80,64,80,54,84,80,NA,NA,80,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,70,NA
"53090524",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,85,90,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,90,NA,NA,NA,NA,NA,75,61,60,66,80,71,NA,70,77,42,75,NA,76,60,60,35,81,60,46,52,64,NA,NA,60,63,77,67,61,78,65,NA,NA,NA,NA,88,42,16,44,NA,61,64,NA,70,70,NA,76,60,NA,NA,NA,NA,3,NA,70,NA,85,60,32,78,85,84,71,NA,85,NA,NA,NA,40,61,90,70,80,70,80,80,80,60,70,81,66,70,62,80,76,76,80,NA,NA,30,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,90,NA,NA,NA,NA,NA
"53090525",NA,90,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,NA,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,80,NA,NA,NA,NA,NA,88,87,84,91,81,91,NA,NA,94,91,92,91,94,78,93,88,86,94,73,87,78,NA,NA,91,88,83,88,90,92,94,NA,NA,NA,NA,96,86,80,84,NA,80,81,NA,80,70,NA,90,NA,NA,NA,NA,NA,81,NA,90,NA,84,80,85,89,89,88,83,NA,87,NA,84,NA,83,91,80,80,80,60,80,80,70,80,90,80,75,70,84,70,78,83,80,NA,NA,90,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,80
